dham,date,month,day_of_week,day_of_season,is_weekend,is_festival,weather_code,pass_quota_pct,crowd_level
kedarnath,2016-10-01,10,5,154,1,0,1,0.5437,Medium
badrinath,2016-10-01,10,5,154,1,0,1,0.6889,High
yamunotri,2016-10-02,10,6,155,1,0,2,0.6385,Medium
gangotri,2016-10-02,10,6,155,1,0,2,0.5846,Medium
kedarnath,2016-10-02,10,6,155,1,0,2,0.4852,Medium
badrinath,2016-10-02,10,6,155,1,0,2,0.5596,Medium
yamunotri,2016-10-03,10,0,156,0,1,1,0.6415,Medium
gangotri,2016-10-03,10,0,156,0,1,1,0.8287,High
kedarnath,2016-10-03,10,0,156,0,1,1,0.7276,High
badrinath,2016-10-03,10,0,156,0,1,1,0.8973,Extreme
yamunotri,2016-10-04,10,1,157,0,0,1,0.753,High
gangotri,2016-10-04,10,1,157,0,0,1,0.6934,High
kedarnath,2016-10-04,10,1,157,0,0,1,0.5416,Medium
badrinath,2016-10-04,10,1,157,0,0,1,0.6382,Medium
yamunotri,2016-10-05,10,2,158,0,0,0,0.3883,Low
gangotri,2016-10-05,10,2,158,0,0,0,0.4827,Medium
kedarnath,2016-10-05,10,2,158,0,0,0,0.3603,Low
badrinath,2016-10-05,10,2,158,0,0,0,0.4553,Medium
yamunotri,2016-10-06,10,3,159,0,0,1,0.5622,Medium
gangotri,2016-10-06,10,3,159,0,0,1,0.7585,High
kedarnath,2016-10-06,10,3,159,0,0,1,0.5047,Medium
badrinath,2016-10-06,10,3,159,0,0,1,0.5185,Medium
yamunotri,2016-10-07,10,4,160,0,0,2,0.6479,Medium
gangotri,2016-10-07,10,4,160,0,0,2,0.4382,Medium
kedarnath,2016-10-07,10,4,160,0,0,2,0.6562,High
badrinath,2016-10-07,10,4,160,0,0,2,0.6712,High
yamunotri,2016-10-08,10,5,161,1,0,1,0.6083,Medium
gangotri,2016-10-08,10,5,161,1,0,1,0.6407,Medium
kedarnath,2016-10-08,10,5,161,1,0,1,0.584,Medium
badrinath,2016-10-08,10,5,161,1,0,1,0.5698,Medium
yamunotri,2016-10-09,10,6,162,1,0,1,0.7228,High
gangotri,2016-10-09,10,6,162,1,0,1,0.8085,High
kedarnath,2016-10-09,10,6,162,1,0,1,0.7374,High
badrinath,2016-10-09,10,6,162,1,0,1,0.6029,Medium
yamunotri,2016-10-10,10,0,163,0,0,1,0.5644,Medium
gangotri,2016-10-10,10,0,163,0,0,1,0.6053,Medium
kedarnath,2016-10-10,10,0,163,0,0,1,0.7504,High
badrinath,2016-10-10,10,0,163,0,0,1,0.4727,Medium
yamunotri,2016-10-11,10,1,164,0,0,2,0.5164,Medium
gangotri,2016-10-11,10,1,164,0,0,2,0.6859,High
kedarnath,2016-10-11,10,1,164,0,0,2,0.4979,Medium
badrinath,2016-10-11,10,1,164,0,0,2,0.5959,Medium
yamunotri,2016-10-12,10,2,165,0,0,2,0.418,Medium
gangotri,2016-10-12,10,2,165,0,0,2,0.4358,Medium
kedarnath,2016-10-12,10,2,165,0,0,2,0.5712,Medium
badrinath,2016-10-12,10,2,165,0,0,2,0.5157,Medium
yamunotri,2016-10-13,10,3,166,0,0,2,0.4193,Medium
gangotri,2016-10-13,10,3,166,0,0,2,0.4571,Medium
kedarnath,2016-10-13,10,3,166,0,0,2,0.7033,High
badrinath,2016-10-13,10,3,166,0,0,2,0.6843,High
yamunotri,2016-10-14,10,4,167,0,0,1,0.7213,High
gangotri,2016-10-14,10,4,167,0,0,1,0.4733,Medium
kedarnath,2016-10-14,10,4,167,0,0,1,0.7671,High
badrinath,2016-10-14,10,4,167,0,0,1,0.6112,Medium
yamunotri,2016-10-15,10,5,168,1,0,1,0.5472,Medium
gangotri,2016-10-15,10,5,168,1,0,1,0.6059,Medium
kedarnath,2016-10-15,10,5,168,1,0,1,0.6019,Medium
badrinath,2016-10-15,10,5,168,1,0,1,0.6369,Medium
yamunotri,2016-10-16,10,6,169,1,0,1,0.8426,High
gangotri,2016-10-16,10,6,169,1,0,1,0.6326,Medium
kedarnath,2016-10-16,10,6,169,1,0,1,0.5578,Medium
badrinath,2016-10-16,10,6,169,1,0,1,0.5815,Medium
yamunotri,2016-10-17,10,0,170,0,0,1,0.4684,Medium
gangotri,2016-10-17,10,0,170,0,0,1,0.45,Medium
kedarnath,2016-10-17,10,0,170,0,0,1,0.6337,Medium
badrinath,2016-10-17,10,0,170,0,0,1,0.5593,Medium
yamunotri,2016-10-18,10,1,171,0,0,1,0.5921,Medium
gangotri,2016-10-18,10,1,171,0,0,1,0.5742,Medium
kedarnath,2016-10-18,10,1,171,0,0,1,0.7937,High
badrinath,2016-10-18,10,1,171,0,0,1,0.6277,Medium
yamunotri,2016-10-19,10,2,172,0,0,1,0.7548,High
gangotri,2016-10-19,10,2,172,0,0,2,0.5854,Medium
kedarnath,2016-10-19,10,2,172,0,0,1,0.6343,Medium
badrinath,2016-10-19,10,2,172,0,0,1,0.5123,Medium
yamunotri,2016-10-20,10,3,173,0,0,1,0.6438,Medium
gangotri,2016-10-20,10,3,173,0,0,1,0.4651,Medium
kedarnath,2016-10-20,10,3,173,0,0,1,0.7878,High
badrinath,2016-10-20,10,3,173,0,0,1,0.5263,Medium
yamunotri,2016-10-21,10,4,174,0,0,1,0.5694,Medium
gangotri,2016-10-21,10,4,174,0,0,1,0.5382,Medium
kedarnath,2016-10-21,10,4,174,0,0,1,0.457,Medium
badrinath,2016-10-21,10,4,174,0,0,1,0.485,Medium
yamunotri,2016-10-22,10,5,175,1,0,1,0.7226,High
gangotri,2016-10-22,10,5,175,1,0,1,0.8273,High
kedarnath,2016-10-22,10,5,175,1,0,1,0.7651,High
badrinath,2016-10-22,10,5,175,1,0,1,0.8036,High
yamunotri,2016-10-23,10,6,176,1,0,1,0.6076,Medium
gangotri,2016-10-23,10,6,176,1,0,1,0.6287,Medium
kedarnath,2016-10-23,10,6,176,1,0,1,0.8793,Extreme
badrinath,2016-10-23,10,6,176,1,0,1,0.7975,High
yamunotri,2016-10-24,10,0,177,0,0,0,0.2221,Low
gangotri,2016-10-24,10,0,177,0,0,0,0.2151,Low
kedarnath,2016-10-24,10,0,177,0,0,0,0.3663,Low
badrinath,2016-10-24,10,0,177,0,0,0,0.3923,Low
yamunotri,2016-10-25,10,1,178,0,0,1,0.4518,Medium
gangotri,2016-10-25,10,1,178,0,0,1,0.704,High
kedarnath,2016-10-25,10,1,178,0,0,1,0.6299,Medium
badrinath,2016-10-25,10,1,178,0,0,1,0.6958,High
yamunotri,2016-10-26,10,2,179,0,0,0,0.3361,Low
gangotri,2016-10-26,10,2,179,0,0,0,0.3311,Low
kedarnath,2016-10-26,10,2,179,0,0,0,0.2598,Low
badrinath,2016-10-26,10,2,179,0,0,0,0.4589,Medium
yamunotri,2016-10-27,10,3,180,0,0,1,0.4829,Medium
gangotri,2016-10-27,10,3,180,0,0,1,0.7486,High
kedarnath,2016-10-27,10,3,180,0,0,1,0.625,Medium
badrinath,2016-10-27,10,3,180,0,0,1,0.6795,High
yamunotri,2016-10-28,10,4,181,0,0,1,0.6091,Medium
gangotri,2016-10-28,10,4,181,0,0,1,0.6514,High
kedarnath,2016-10-28,10,4,181,0,0,1,0.6097,Medium
badrinath,2016-10-28,10,4,181,0,0,1,0.7196,High
yamunotri,2016-10-29,10,5,182,1,0,1,0.8171,High
gangotri,2016-10-29,10,5,182,1,0,1,0.5489,Medium
kedarnath,2016-10-29,10,5,182,1,0,1,0.8618,Extreme
badrinath,2016-10-29,10,5,182,1,0,0,0.5719,Medium
yamunotri,2016-10-30,10,6,183,1,0,0,0.4565,Medium
gangotri,2016-10-30,10,6,183,1,0,0,0.4636,Medium
kedarnath,2016-10-30,10,6,183,1,0,0,0.4866,Medium
badrinath,2016-10-30,10,6,183,1,0,0,0.4096,Medium
yamunotri,2016-10-31,10,0,184,0,0,1,0.7564,High
gangotri,2016-10-31,10,0,184,0,0,1,0.6734,High
kedarnath,2016-10-31,10,0,184,0,0,1,0.6006,Medium
badrinath,2016-10-31,10,0,184,0,0,1,0.5692,Medium
yamunotri,2016-11-01,11,1,185,0,0,1,0.5548,Medium
gangotri,2016-11-01,11,1,185,0,0,2,0.5187,Medium
kedarnath,2016-11-01,11,1,185,0,0,2,0.6365,Medium
badrinath,2016-11-01,11,1,185,0,0,2,0.7018,High
yamunotri,2016-11-02,11,2,186,0,0,1,0.7507,High
gangotri,2016-11-02,11,2,186,0,0,1,0.4738,Medium
kedarnath,2016-11-02,11,2,186,0,0,1,0.5103,Medium
badrinath,2016-11-02,11,2,186,0,0,1,0.6928,High
yamunotri,2016-11-03,11,3,187,0,0,2,0.6205,Medium
gangotri,2016-11-03,11,3,187,0,0,2,0.475,Medium
kedarnath,2016-11-03,11,3,187,0,0,2,0.4717,Medium
badrinath,2016-11-03,11,3,187,0,0,2,0.6669,High
yamunotri,2016-11-04,11,4,188,0,0,1,0.663,High
gangotri,2016-11-04,11,4,188,0,0,1,0.4545,Medium
kedarnath,2016-11-04,11,4,188,0,0,1,0.695,High
badrinath,2016-11-04,11,4,188,0,0,1,0.6232,Medium
yamunotri,2016-11-05,11,5,189,1,0,1,0.7032,High
gangotri,2016-11-05,11,5,189,1,0,1,0.7655,High
kedarnath,2016-11-05,11,5,189,1,0,1,0.651,High
badrinath,2016-11-05,11,5,189,1,0,1,0.584,Medium
yamunotri,2017-05-01,5,0,1,0,1,1,0.9383,Extreme
gangotri,2017-05-01,5,0,1,0,1,1,0.8325,High
kedarnath,2017-05-01,5,0,1,0,1,1,0.9065,Extreme
badrinath,2017-05-01,5,0,1,0,1,1,1.0,Extreme
yamunotri,2017-05-02,5,1,2,0,1,2,0.8304,High
gangotri,2017-05-02,5,1,2,0,1,2,0.8011,High
kedarnath,2017-05-02,5,1,2,0,1,2,1.0,Extreme
badrinath,2017-05-02,5,1,2,0,1,2,0.9397,Extreme
yamunotri,2017-05-03,5,2,3,0,1,0,0.6424,Medium
gangotri,2017-05-03,5,2,3,0,1,0,0.627,Medium
kedarnath,2017-05-03,5,2,3,0,1,0,0.561,Medium
badrinath,2017-05-03,5,2,3,0,1,0,0.6405,Medium
yamunotri,2017-05-04,5,3,4,0,1,1,0.7993,High
gangotri,2017-05-04,5,3,4,0,1,1,0.9128,Extreme
kedarnath,2017-05-04,5,3,4,0,1,1,0.9853,Extreme
badrinath,2017-05-04,5,3,4,0,1,1,0.8082,High
yamunotri,2017-05-05,5,4,5,0,0,1,0.9108,Extreme
gangotri,2017-05-05,5,4,5,0,0,1,0.8951,Extreme
kedarnath,2017-05-05,5,4,5,0,0,1,0.6626,High
badrinath,2017-05-05,5,4,5,0,0,1,0.8868,Extreme
yamunotri,2017-05-06,5,5,6,1,0,2,0.7878,High
gangotri,2017-05-06,5,5,6,1,0,2,0.6905,High
kedarnath,2017-05-06,5,5,6,1,0,1,1.0,Extreme
badrinath,2017-05-06,5,5,6,1,0,1,0.7889,High
yamunotri,2017-05-07,5,6,7,1,0,1,1.0,Extreme
gangotri,2017-05-07,5,6,7,1,0,2,0.7659,High
kedarnath,2017-05-07,5,6,7,1,0,2,0.7836,High
badrinath,2017-05-07,5,6,7,1,0,2,0.8311,High
yamunotri,2017-05-08,5,0,8,0,0,1,0.8291,High
gangotri,2017-05-08,5,0,8,0,0,1,0.7668,High
kedarnath,2017-05-08,5,0,8,0,0,1,0.7521,High
badrinath,2017-05-08,5,0,8,0,0,1,0.752,High
yamunotri,2017-05-09,5,1,9,0,0,1,0.9831,Extreme
gangotri,2017-05-09,5,1,9,0,0,1,0.6503,High
kedarnath,2017-05-09,5,1,9,0,0,1,0.7445,High
badrinath,2017-05-09,5,1,9,0,0,1,0.9839,Extreme
yamunotri,2017-05-10,5,2,10,0,0,1,0.8902,Extreme
gangotri,2017-05-10,5,2,10,0,0,1,0.8819,Extreme
kedarnath,2017-05-10,5,2,10,0,0,1,0.6787,High
badrinath,2017-05-10,5,2,10,0,0,1,0.8871,Extreme
yamunotri,2017-05-11,5,3,11,0,0,1,0.9442,Extreme
gangotri,2017-05-11,5,3,11,0,0,1,0.8247,High
kedarnath,2017-05-11,5,3,11,0,0,1,0.9909,Extreme
badrinath,2017-05-11,5,3,11,0,0,1,0.9678,Extreme
yamunotri,2017-05-12,5,4,12,0,0,2,0.6863,High
gangotri,2017-05-12,5,4,12,0,0,2,0.8371,High
kedarnath,2017-05-12,5,4,12,0,0,2,0.7967,High
badrinath,2017-05-12,5,4,12,0,0,2,0.6603,High
yamunotri,2017-05-13,5,5,13,1,0,2,0.9387,Extreme
gangotri,2017-05-13,5,5,13,1,0,1,0.9799,Extreme
kedarnath,2017-05-13,5,5,13,1,0,1,0.8935,Extreme
badrinath,2017-05-13,5,5,13,1,0,2,0.7533,High
yamunotri,2017-05-14,5,6,14,1,0,1,0.7793,High
gangotri,2017-05-14,5,6,14,1,0,1,0.8792,Extreme
kedarnath,2017-05-14,5,6,14,1,0,1,0.8575,Extreme
badrinath,2017-05-14,5,6,14,1,0,1,0.9185,Extreme
yamunotri,2017-05-15,5,0,15,0,1,1,0.9216,Extreme
gangotri,2017-05-15,5,0,15,0,1,1,0.886,Extreme
kedarnath,2017-05-15,5,0,15,0,1,1,0.7812,High
badrinath,2017-05-15,5,0,15,0,1,1,0.8374,High
yamunotri,2017-05-16,5,1,16,0,0,0,0.6834,High
gangotri,2017-05-16,5,1,16,0,0,0,0.4262,Medium
kedarnath,2017-05-16,5,1,16,0,0,0,0.6497,Medium
badrinath,2017-05-16,5,1,16,0,0,0,0.4934,Medium
yamunotri,2017-05-17,5,2,17,0,0,1,0.7317,High
gangotri,2017-05-17,5,2,17,0,0,1,0.7556,High
kedarnath,2017-05-17,5,2,17,0,0,1,0.8183,High
badrinath,2017-05-17,5,2,17,0,0,1,0.9044,Extreme
yamunotri,2017-05-18,5,3,18,0,0,1,0.7817,High
gangotri,2017-05-18,5,3,18,0,0,1,0.6624,High
kedarnath,2017-05-18,5,3,18,0,0,1,0.6797,High
badrinath,2017-05-18,5,3,18,0,0,1,0.9869,Extreme
yamunotri,2017-05-19,5,4,19,0,0,2,0.8892,Extreme
gangotri,2017-05-19,5,4,19,0,0,2,0.7763,High
kedarnath,2017-05-19,5,4,19,0,0,2,0.6162,Medium
badrinath,2017-05-19,5,4,19,0,0,2,0.6332,Medium
yamunotri,2017-05-20,5,5,20,1,0,1,0.9603,Extreme
gangotri,2017-05-20,5,5,20,1,0,2,0.6879,High
kedarnath,2017-05-20,5,5,20,1,0,2,0.9885,Extreme
badrinath,2017-05-20,5,5,20,1,0,2,0.9208,Extreme
yamunotri,2017-05-21,5,6,21,1,0,2,0.687,High
gangotri,2017-05-21,5,6,21,1,0,2,0.9194,Extreme
kedarnath,2017-05-21,5,6,21,1,0,2,0.8366,High
badrinath,2017-05-21,5,6,21,1,0,2,0.938,Extreme
yamunotri,2017-05-22,5,0,22,0,0,1,0.7717,High
gangotri,2017-05-22,5,0,22,0,0,1,0.7667,High
kedarnath,2017-05-22,5,0,22,0,0,1,0.7504,High
badrinath,2017-05-22,5,0,22,0,0,1,0.7176,High
yamunotri,2017-05-23,5,1,23,0,0,1,0.7312,High
gangotri,2017-05-23,5,1,23,0,0,1,0.6779,High
kedarnath,2017-05-23,5,1,23,0,0,2,0.7031,High
badrinath,2017-05-23,5,1,23,0,0,0,0.374,Low
yamunotri,2017-05-24,5,2,24,0,0,0,0.3916,Low
gangotri,2017-05-24,5,2,24,0,0,0,0.5833,Medium
kedarnath,2017-05-24,5,2,24,0,0,0,0.5793,Medium
badrinath,2017-05-24,5,2,24,0,0,0,0.5735,Medium
yamunotri,2017-05-25,5,3,25,0,0,1,0.9137,Extreme
gangotri,2017-05-25,5,3,25,0,0,1,0.8797,Extreme
kedarnath,2017-05-25,5,3,25,0,0,1,0.7501,High
badrinath,2017-05-25,5,3,25,0,0,1,0.7197,High
yamunotri,2017-05-26,5,4,26,0,0,1,0.9332,Extreme
gangotri,2017-05-26,5,4,26,0,0,1,0.7351,High
kedarnath,2017-05-26,5,4,26,0,0,1,0.776,High
badrinath,2017-05-26,5,4,26,0,0,1,0.9184,Extreme
yamunotri,2017-05-27,5,5,27,1,0,1,0.7398,High
gangotri,2017-05-27,5,5,27,1,0,1,0.7609,High
kedarnath,2017-05-27,5,5,27,1,0,1,0.7617,High
badrinath,2017-05-27,5,5,27,1,0,1,0.968,Extreme
yamunotri,2017-05-28,5,6,28,1,0,1,1.0,Extreme
gangotri,2017-05-28,5,6,28,1,0,1,0.9987,Extreme
kedarnath,2017-05-28,5,6,28,1,0,1,0.8186,High
badrinath,2017-05-28,5,6,28,1,0,1,0.9284,Extreme
yamunotri,2017-05-29,5,0,29,0,0,1,0.9438,Extreme
gangotri,2017-05-29,5,0,29,0,0,1,0.6698,High
kedarnath,2017-05-29,5,0,29,0,0,1,0.7662,High
badrinath,2017-05-29,5,0,29,0,0,1,0.8391,High
yamunotri,2017-05-30,5,1,30,0,0,1,0.7409,High
gangotri,2017-05-30,5,1,30,0,0,1,0.937,Extreme
kedarnath,2017-05-30,5,1,30,0,0,1,0.8505,Extreme
badrinath,2017-05-30,5,1,30,0,0,1,0.9044,Extreme
yamunotri,2017-05-31,5,2,31,0,0,2,0.8496,High
gangotri,2017-05-31,5,2,31,0,0,2,0.7487,High
kedarnath,2017-05-31,5,2,31,0,0,2,0.8216,High
badrinath,2017-05-31,5,2,31,0,0,2,0.6237,Medium
yamunotri,2017-06-01,6,3,32,0,0,2,0.9363,Extreme
gangotri,2017-06-01,6,3,32,0,0,2,0.818,High
kedarnath,2017-06-01,6,3,32,0,0,2,0.6572,High
badrinath,2017-06-01,6,3,32,0,0,2,0.8285,High
yamunotri,2017-06-02,6,4,33,0,0,1,0.9049,Extreme
gangotri,2017-06-02,6,4,33,0,0,2,0.7107,High
kedarnath,2017-06-02,6,4,33,0,0,2,0.8613,Extreme
badrinath,2017-06-02,6,4,33,0,0,2,0.6435,Medium
yamunotri,2017-06-03,6,5,34,1,0,1,1.0,Extreme
gangotri,2017-06-03,6,5,34,1,0,1,0.8235,High
kedarnath,2017-06-03,6,5,34,1,0,1,0.9582,Extreme
badrinath,2017-06-03,6,5,34,1,0,1,0.9803,Extreme
yamunotri,2017-06-04,6,6,35,1,0,1,0.9194,Extreme
gangotri,2017-06-04,6,6,35,1,0,1,0.9105,Extreme
kedarnath,2017-06-04,6,6,35,1,0,1,0.8471,High
badrinath,2017-06-04,6,6,35,1,0,1,1.0,Extreme
yamunotri,2017-06-05,6,0,36,0,0,0,0.5043,Medium
gangotri,2017-06-05,6,0,36,0,0,0,0.3761,Low
kedarnath,2017-06-05,6,0,36,0,0,0,0.6961,High
badrinath,2017-06-05,6,0,36,0,0,0,0.5829,Medium
yamunotri,2017-06-06,6,1,37,0,0,1,0.8175,High
gangotri,2017-06-06,6,1,37,0,0,1,0.943,Extreme
kedarnath,2017-06-06,6,1,37,0,0,1,0.6665,High
badrinath,2017-06-06,6,1,37,0,0,1,0.9565,Extreme
yamunotri,2017-06-07,6,2,38,0,0,1,0.7605,High
gangotri,2017-06-07,6,2,38,0,0,1,0.7319,High
kedarnath,2017-06-07,6,2,38,0,0,1,0.811,High
badrinath,2017-06-07,6,2,38,0,0,1,0.7141,High
yamunotri,2017-06-08,6,3,39,0,0,0,0.6722,High
gangotri,2017-06-08,6,3,39,0,0,1,0.7143,High
kedarnath,2017-06-08,6,3,39,0,0,1,0.8147,High
badrinath,2017-06-08,6,3,39,0,0,1,0.8118,High
yamunotri,2017-06-09,6,4,40,0,0,1,0.8673,Extreme
gangotri,2017-06-09,6,4,40,0,0,1,0.7095,High
kedarnath,2017-06-09,6,4,40,0,0,1,0.8093,High
badrinath,2017-06-09,6,4,40,0,0,1,0.8407,High
yamunotri,2017-06-10,6,5,41,1,0,2,0.7205,High
gangotri,2017-06-10,6,5,41,1,0,2,0.7004,High
kedarnath,2017-06-10,6,5,41,1,0,2,0.8553,Extreme
badrinath,2017-06-10,6,5,41,1,0,2,0.9401,Extreme
yamunotri,2017-06-11,6,6,42,1,0,1,1.0,Extreme
gangotri,2017-06-11,6,6,42,1,0,1,0.9824,Extreme
kedarnath,2017-06-11,6,6,42,1,0,1,0.8869,Extreme
badrinath,2017-06-11,6,6,42,1,0,1,0.8145,High
yamunotri,2017-06-12,6,0,43,0,0,0,0.5523,Medium
gangotri,2017-06-12,6,0,43,0,0,0,0.6754,High
kedarnath,2017-06-12,6,0,43,0,0,0,0.4322,Medium
badrinath,2017-06-12,6,0,43,0,0,0,0.6679,High
yamunotri,2017-06-13,6,1,44,0,0,1,0.8596,Extreme
gangotri,2017-06-13,6,1,44,0,0,1,0.7227,High
kedarnath,2017-06-13,6,1,44,0,0,2,0.6807,High
badrinath,2017-06-13,6,1,44,0,0,1,0.7249,High
yamunotri,2017-06-14,6,2,45,0,0,1,0.6629,High
gangotri,2017-06-14,6,2,45,0,0,1,0.7626,High
kedarnath,2017-06-14,6,2,45,0,0,1,0.902,Extreme
badrinath,2017-06-14,6,2,45,0,0,1,0.7488,High
yamunotri,2017-06-15,6,3,46,0,0,1,0.8868,Extreme
gangotri,2017-06-15,6,3,46,0,0,1,0.8068,High
kedarnath,2017-06-15,6,3,46,0,0,1,0.9667,Extreme
badrinath,2017-06-15,6,3,46,0,0,1,0.7508,High
yamunotri,2017-06-16,6,4,47,0,0,1,0.8884,Extreme
gangotri,2017-06-16,6,4,47,0,0,1,0.9426,Extreme
kedarnath,2017-06-16,6,4,47,0,0,1,0.6702,High
badrinath,2017-06-16,6,4,47,0,0,1,0.8417,High
yamunotri,2017-06-17,6,5,48,1,0,1,0.8095,High
gangotri,2017-06-17,6,5,48,1,0,1,0.9932,Extreme
kedarnath,2017-06-17,6,5,48,1,0,0,0.568,Medium
badrinath,2017-06-17,6,5,48,1,0,1,0.8428,High
yamunotri,2017-06-18,6,6,49,1,1,2,0.9535,Extreme
gangotri,2017-06-18,6,6,49,1,1,2,0.856,Extreme
kedarnath,2017-06-18,6,6,49,1,1,2,0.9044,Extreme
badrinath,2017-06-18,6,6,49,1,1,2,1.0,Extreme
yamunotri,2017-06-19,6,0,50,0,0,1,0.6766,High
gangotri,2017-06-19,6,0,50,0,0,1,0.7775,High
kedarnath,2017-06-19,6,0,50,0,0,1,0.8139,High
badrinath,2017-06-19,6,0,50,0,0,1,0.7136,High
yamunotri,2017-06-20,6,1,51,0,0,1,0.7855,High
gangotri,2017-06-20,6,1,51,0,0,1,0.7125,High
kedarnath,2017-06-20,6,1,51,0,0,1,0.6534,High
badrinath,2017-06-20,6,1,51,0,0,1,0.6606,High
yamunotri,2017-06-21,6,2,52,0,0,1,0.882,Extreme
gangotri,2017-06-21,6,2,52,0,0,1,0.6951,High
kedarnath,2017-06-21,6,2,52,0,0,1,0.8448,High
badrinath,2017-06-21,6,2,52,0,0,1,0.7459,High
yamunotri,2017-06-22,6,3,53,0,0,1,0.8009,High
gangotri,2017-06-22,6,3,53,0,0,1,0.8945,Extreme
kedarnath,2017-06-22,6,3,53,0,0,1,0.6715,High
badrinath,2017-06-22,6,3,53,0,0,1,0.8396,High
yamunotri,2017-06-23,6,4,54,0,0,1,0.731,High
gangotri,2017-06-23,6,4,54,0,0,1,0.8848,Extreme
kedarnath,2017-06-23,6,4,54,0,0,1,0.753,High
badrinath,2017-06-23,6,4,54,0,0,1,0.8521,Extreme
yamunotri,2017-06-24,6,5,55,1,0,0,0.7632,High
gangotri,2017-06-24,6,5,55,1,0,0,0.7346,High
kedarnath,2017-06-24,6,5,55,1,0,0,0.5141,Medium
badrinath,2017-06-24,6,5,55,1,0,0,0.7219,High
yamunotri,2017-06-25,6,6,56,1,0,1,0.737,High
gangotri,2017-06-25,6,6,56,1,0,1,1.0,Extreme
kedarnath,2017-06-25,6,6,56,1,0,1,0.8631,Extreme
badrinath,2017-06-25,6,6,56,1,0,1,0.7513,High
yamunotri,2017-06-26,6,0,57,0,0,1,0.974,Extreme
gangotri,2017-06-26,6,0,57,0,0,1,0.9785,Extreme
kedarnath,2017-06-26,6,0,57,0,0,1,0.6932,High
badrinath,2017-06-26,6,0,57,0,0,1,0.9038,Extreme
yamunotri,2017-06-27,6,1,58,0,0,1,0.8466,High
gangotri,2017-06-27,6,1,58,0,0,1,0.7933,High
kedarnath,2017-06-27,6,1,58,0,0,1,0.8697,Extreme
badrinath,2017-06-27,6,1,58,0,0,1,0.8397,High
yamunotri,2017-06-28,6,2,59,0,0,1,0.7945,High
gangotri,2017-06-28,6,2,59,0,0,1,0.8603,Extreme
kedarnath,2017-06-28,6,2,59,0,0,1,0.6703,High
badrinath,2017-06-28,6,2,59,0,0,1,0.8843,Extreme
yamunotri,2017-06-29,6,3,60,0,0,0,0.4607,Medium
gangotri,2017-06-29,6,3,60,0,0,0,0.553,Medium
kedarnath,2017-06-29,6,3,60,0,0,0,0.6576,High
badrinath,2017-06-29,6,3,60,0,0,0,0.6201,Medium
yamunotri,2017-06-30,6,4,61,0,0,0,0.3715,Low
gangotri,2017-06-30,6,4,61,0,0,0,0.4187,Medium
kedarnath,2017-06-30,6,4,61,0,0,0,0.3582,Low
badrinath,2017-06-30,6,4,61,0,0,0,0.4286,Medium
yamunotri,2017-07-01,7,5,62,1,0,0,0.2301,Low
gangotri,2017-07-01,7,5,62,1,0,0,0.0774,Low
kedarnath,2017-07-01,7,5,62,1,0,0,0.1505,Low
badrinath,2017-07-01,7,5,62,1,0,0,0.1799,Low
yamunotri,2017-07-02,7,6,63,1,1,0,0.4467,Medium
gangotri,2017-07-02,7,6,63,1,1,0,0.3588,Low
kedarnath,2017-07-02,7,6,63,1,1,0,0.2728,Low
badrinath,2017-07-02,7,6,63,1,1,0,0.3058,Low
yamunotri,2017-07-03,7,0,64,0,0,0,0.1741,Low
gangotri,2017-07-03,7,0,64,0,0,0,0.1912,Low
kedarnath,2017-07-03,7,0,64,0,0,0,0.0903,Low
badrinath,2017-07-03,7,0,64,0,0,0,0.1727,Low
yamunotri,2017-07-04,7,1,65,0,0,2,0.2614,Low
gangotri,2017-07-04,7,1,65,0,0,2,0.4281,Medium
kedarnath,2017-07-04,7,1,65,0,0,2,0.2924,Low
badrinath,2017-07-04,7,1,65,0,0,2,0.4798,Medium
yamunotri,2017-07-05,7,2,66,0,0,0,0.1553,Low
gangotri,2017-07-05,7,2,66,0,0,0,0.247,Low
kedarnath,2017-07-05,7,2,66,0,0,0,0.1588,Low
badrinath,2017-07-05,7,2,66,0,0,0,0.1256,Low
yamunotri,2017-07-06,7,3,67,0,0,2,0.3228,Low
gangotri,2017-07-06,7,3,67,0,0,2,0.4006,Medium
kedarnath,2017-07-06,7,3,67,0,0,2,0.2596,Low
badrinath,2017-07-06,7,3,67,0,0,0,0.0456,Low
yamunotri,2017-07-07,7,4,68,0,0,0,0.01,Low
gangotri,2017-07-07,7,4,68,0,0,0,0.0651,Low
kedarnath,2017-07-07,7,4,68,0,0,0,0.2482,Low
badrinath,2017-07-07,7,4,68,0,0,0,0.1254,Low
yamunotri,2017-07-08,7,5,69,1,0,0,0.3235,Low
gangotri,2017-07-08,7,5,69,1,0,0,0.1421,Low
kedarnath,2017-07-08,7,5,69,1,0,0,0.2843,Low
badrinath,2017-07-08,7,5,69,1,0,0,0.3246,Low
yamunotri,2017-07-09,7,6,70,1,0,0,0.1835,Low
gangotri,2017-07-09,7,6,70,1,0,0,0.0601,Low
kedarnath,2017-07-09,7,6,70,1,0,0,0.3252,Low
badrinath,2017-07-09,7,6,70,1,0,0,0.2477,Low
yamunotri,2017-07-10,7,0,71,0,0,2,0.2594,Low
gangotri,2017-07-10,7,0,71,0,0,2,0.4957,Medium
kedarnath,2017-07-10,7,0,71,0,0,2,0.2548,Low
badrinath,2017-07-10,7,0,71,0,0,2,0.3375,Low
